tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
2.01403E+13,1,2,22.1,3,3,5,45,0,0,0,-1,2,2,1,3,2,-1,-1,1,2819915,2,2,1,74,5,1,1,2,1,-1,2,1,2,172,2,0
2.01403E+13,1,3,25.9,3,2,-1,75,10,0,0,2,1,1,2,-1,1,3,1,1,2815978,2,2,1,58,5,-1,1,2,1,1,2,6,2,124,-1,0
2.01403E+13,1,2,22.9,3,5,-1,35,0,0,0,2,1,2,2,-1,1,1,2,1,1.08E+07,2,3,1,69,5,2,-1,-1,2,1,1,2,-1,155,2,0
2.01403E+13,1,2,29.200001,3,5,-1,35,0,0,0,-1,2,2,2,-1,1,3,1,1,1.07E+07,1,3,2,76,5,2,-1,-1,2,-1,-1,-1,-1,240,-1,0
2.01403E+13,1,1,18.200001,3,1,5,45,0,0,0,-1,2,2,1,1,2,-1,-1,1,3675845,2,1,1,68,5,-1,1,2,1,-1,2,1,1,120,2,0
2.01403E+13,1,2,26.6,3,5,-1,25,120,0,0,-1,-2,1,1,3,1,1,2,1,1353575,1,4,2,63,5,2,1,2,1,-1,-1,-1,2,150,-1,0
2.01403E+13,1,2,21.299999,3,3,5,2,0,0,0,2,1,2,2,-1,1,3,1,1,7096631,2,3,3,67,5,1,-1,-1,2,1,1,2,-1,136,-1,0
2.01403E+13,1,2,43.299999,3,5,-1,50,0,0,0,-1,2,2,2,-1,2,-1,-1,1,6474093,1,4,1,57,5,2,1,2,1,-1,1,3,2,200,-1,0
2.01403E+13,1,1,27.5,3,1,-1,50,10,0,0,-1,2,1,1,4,1,1,2,1,3303992,2,1,1,63,5,-1,1,2,1,-1,1,3,2,155,2,0
2.01403E+13,1,1,-1,3,1,5,25,13,0,-1,-1,2,1,1,1,1,2,2,1,4515013,2,3,1,62,5,-1,1,2,1,-1,2,1,1,-3,2,0
2.01403E+13,1,2,46.099998,3,5,-1,30,0,0,0,-1,2,2,2,-1,1,1,2,1,2508998,2,4,1,72,5,2,1,2,1,-1,1,6,2,340,-1,0
2.01403E+13,1,1,31.9,3,1,-1,3,0,0,0,-1,2,2,2,-1,1,3,1,1,5842225,2,4,1,70,5,-1,2,2,1,-1,1,2,-1,222,-1,0
2.01403E+13,1,2,26.1,3,3,5,75,30,0,0,2,1,1,1,3,1,1,1,1,6965676,2,3,1,61,5,1,1,2,1,1,1,2,2,138,-1,0
2.01403E+13,1,1,29.799999,3,1,5,65,3,0,0,-1,1,1,2,-1,1,4,2,1,2925811,2,5,3,70,5,-1,1,2,3,2,1,4,2,208,-1,0
2.01403E+13,1,1,29.4,3,1,5,70,5,0,0,-1,2,1,1,3,1,1,2,1,8155502,2,2,1,62,5,-1,1,2,1,-1,2,1,2,161,2,0
2.01403E+13,1,1,22.799999,3,1,5,105,0,0,0,-1,1,2,2,-1,2,-1,-1,1,9001061,2,2,1,68,5,-1,1,2,1,2,1,2,2,150,-1,0
2.01403E+13,1,1,34.5,3,1,-1,20,0,0,0,-1,1,2,1,2,2,-1,-1,1,2616638,2,4,1,67,5,-1,1,2,1,2,1,1,2,220,-1,0
2.01403E+13,1,2,29.799999,3,5,-1,15,15,0,0,-1,1,1,2,-1,2,-1,-1,1,2.95E+07,2,5,1,69,5,2,1,2,1,2,1,6,2,202,-1,12
2.01403E+13,1,1,-1,3,1,5,45,0,0,-1,1,1,2,1,3,2,-1,-1,1,5158651,2,2,1,67,5,-1,1,2,1,1,1,3,2,-2,-1,0
2.01403E+13,1,1,-1,3,1,-1,60,0,0,-1,-1,2,2,1,4,2,-1,-1,1,2531844,2,2,1,66,5,-3,1,2,1,-1,1,2,2,-3,2,81
2.01403E+13,1,2,24.799999,3,5,-1,30,0,0,0,2,1,2,1,2,2,-1,-1,1,1.05E+07,1,3,2,63,5,2,-1,-1,2,1,-1,-1,-1,140,1,0
2.01403E+13,1,1,29.299999,3,1,-1,60,5,0,0,-1,2,1,2,-1,1,1,1,1,1233191,2,2,1,62,5,-1,1,2,1,-1,2,1,2,160,-1,0
2.01403E+13,1,1,36,3,1,-1,85,0,0,0,-1,2,2,1,1,1,3,1,1,1495833,2,3,1,67,5,-1,1,2,1,-1,2,1,2,230,-1,0
2.01403E+13,1,2,20.799999,3,5,-1,45,5,0,0,-1,2,1,1,5,1,3,2,1,5385417,2,1,1,70,5,2,1,2,1,-1,1,2,2,145,2,0
2.01403E+13,1,1,27.9,3,1,5,110,5,0,0,-1,1,1,1,3,1,1,2,1,4311099,2,2,1,66,5,-1,1,2,1,2,1,2,2,173,2,0
2.01403E+13,1,2,29.299999,2,5,-1,20,5,0,0,-1,1,1,1,7,1,2,2,3,3894461,1,3,1,67,5,2,1,2,1,2,1,1,2,187,-1,0
2.01403E+13,1,2,25.4,3,5,-1,140,15,0,0,-1,1,1,1,3,1,1,2,1,2576884,2,4,1,67,5,3,1,2,1,2,1,2,2,162,-1,0
2.01403E+13,1,2,32.5,3,5,-1,40,3,0,0,-1,2,1,2,-1,1,1,2,1,5698481,2,2,1,57,5,2,1,2,1,-1,1,6,1,150,-1,0
2.01403E+13,1,1,19.9,3,1,-1,40,2,0,0,-1,2,1,1,7,2,-1,-1,1,9428721,2,1,1,69,5,-1,1,2,1,-1,1,3,2,135,2,0
2.01403E+13,1,3,-1,3,2,-1,135,30,-1,0,-1,2,1,1,8,1,3,1,1,5424655,2,2,1,-2,5,-1,1,2,1,-1,1,2,2,140,-1,0
2.01403E+13,1,1,29,3,1,-1,15,5,0,0,-1,2,1,1,5,1,2,1,1,5589404,2,2,1,66,5,-1,1,2,1,-1,1,2,2,180,2,0
2.01403E+13,1,-2,35,3,-1,-1,190,0,0,0,-1,1,2,2,-1,1,3,2,1,5236461,2,5,2,61,5,-2,-1,-1,2,2,-1,-1,-1,185,-1,2
2.01403E+13,1,1,27.799999,3,1,5,10,0,0,0,-1,1,2,1,3,1,5,2,1,3.36E+07,2,3,2,72,5,-1,-1,-1,2,2,-1,-1,-1,205,2,0
2.01403E+13,1,2,53.099998,3,5,5,107,0,0,0,-1,1,2,2,-1,1,2,2,1,3799235,2,4,3,63,5,2,1,2,1,2,1,2,2,300,2,0
2.01403E+13,1,1,25.1,3,1,2,80,1,0,0,-1,1,1,1,1,2,-1,-1,1,8280865,2,3,2,71,5,-1,-1,-1,2,2,-1,-1,-1,180,2,0
2.01403E+13,1,1,27.4,3,1,5,0,10,0,0,1,1,1,2,-1,2,-1,-1,1,1.07E+07,2,3,1,66,5,-1,1,2,1,1,1,1,2,170,2,0
2.01403E+13,1,1,34.700001,3,1,5,110,45,0,0,1,1,1,1,5,1,1,2,1,5515462,2,2,1,62,5,-1,1,2,1,1,1,3,1,190,-1,0
2.01403E+13,1,1,21.700001,3,1,-1,75,11,0,0,-1,2,1,1,4,1,3,2,1,7.77E+07,2,2,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,147,-1,0
2.01403E+13,1,2,23.6,3,3,5,120,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.09E+07,2,3,2,72,5,1,1,2,3,-1,-1,-1,2,174,2,0
2.01403E+13,1,1,23.9,3,1,5,165,5,0,0,-1,1,1,2,-1,2,-1,-1,1,1.10E+07,2,2,1,66,5,-1,1,2,1,2,3,3,2,148,-1,0
2.01403E+13,1,1,30.799999,3,1,5,150,30,0,0,-1,2,1,1,3,1,9,2,1,3084711,2,2,2,63,5,-1,-1,-1,2,-1,-1,-1,-1,174,2,0
2.01403E+13,1,2,20.299999,3,3,5,60,10,0,0,2,1,1,2,-1,2,-1,-1,1,5408488,2,4,1,64,5,1,1,2,1,1,2,1,2,118,-1,0
2.01403E+13,1,-3,-1,3,-1,-1,60,0,0,-1,-1,2,2,1,5,1,5,2,1,6822569,2,2,1,65,5,-3,2,2,1,-1,2,1,-1,-3,-1,3
2.01403E+13,1,1,18.5,2,1,-1,120,0,0,2,-1,2,2,2,-1,1,1,1,1,1.11E+07,2,2,1,61,5,-1,1,2,1,-1,2,1,2,98,2,0
2.01403E+13,1,-3,29.5,3,-1,-1,30,2,0,0,-1,1,1,1,3,2,-1,-1,1,4548523,1,3,1,69,5,-3,2,2,1,2,2,1,-1,200,-1,3
2.01403E+13,1,1,27.200001,3,1,-1,90,0,0,0,-1,1,2,1,5,1,4,2,1,2066971,2,3,1,71,5,-1,1,2,1,2,-2,-1,2,195,-1,0
2.01403E+13,1,1,25.1,3,1,5,60,0,0,0,-1,1,2,1,2,2,-1,-1,1,5319302,2,1,2,71,5,-1,-1,-1,2,2,-1,-1,-1,180,-1,0
2.01403E+13,1,1,28.200001,3,1,5,150,0,0,0,-1,1,2,1,3,1,1,2,1,4646696,2,2,2,67,5,-1,-1,-1,2,2,-1,-1,-1,180,2,0
2.01403E+13,1,1,44.799999,3,1,5,45,0,0,0,-1,2,2,1,2,1,3,2,1,8843191,2,3,2,72,5,-1,-1,-1,2,-1,-1,-1,-1,330,2,0
2.01403E+13,1,2,19.799999,2,3,-1,50,30,0,0,-1,1,1,1,3,2,-1,-1,1,5967761,2,3,1,68,5,1,1,2,1,2,1,2,2,130,-1,0
2.01403E+13,1,1,30.200001,3,1,5,75,10,0,0,-1,1,1,2,-1,1,3,1,1,1.16E+07,2,3,3,74,5,-1,1,2,3,2,2,1,2,235,2,0
2.01403E+13,1,2,44.299999,3,5,-1,7,0,0,0,-1,1,2,1,7,2,-1,-1,2,2196527,2,3,1,69,5,2,1,2,1,2,1,1,2,300,-1,0
2.01403E+13,1,1,32.099998,3,1,3,135,0,0,0,1,1,2,1,2,1,2,2,1,2681236,2,4,1,64,5,-1,1,2,1,1,2,1,2,187,2,0
2.01403E+13,1,2,24.5,3,5,-1,20,15,0,0,-1,1,1,1,7,1,1,2,1,4465956,2,1,1,64,5,2,1,2,1,2,1,4,2,143,2,0
2.01403E+13,1,1,31.299999,3,1,5,30,5,0,0,-1,1,1,2,-1,1,2,2,1,2323588,2,2,1,68,5,-1,1,2,1,2,2,1,2,206,2,0
2.01403E+13,1,2,25.799999,3,5,-1,35,15,0,0,-1,2,1,2,-1,1,3,1,1,2725522,2,3,1,66,5,2,1,2,1,-1,1,1,2,160,-1,0
2.01403E+13,1,2,23.1,3,5,-1,90,0,0,0,-1,2,2,1,3,2,-1,-1,1,4202672,2,1,1,72,5,2,1,2,1,-1,1,3,2,170,-1,0
2.01403E+13,1,1,31.1,3,1,-1,30,0,0,0,-1,1,2,2,-1,2,-1,-1,1,4132803,2,3,1,62,5,-1,1,2,1,2,1,1,2,170,-1,0
2.01403E+13,1,1,18.799999,3,1,-1,75,120,0,0,-1,1,1,1,14,1,3,2,1,3535395,2,2,1,67,5,-1,2,2,1,2,1,2,-1,120,2,0
2.01403E+13,1,1,43.599998,3,1,5,15,5,0,0,-1,1,1,1,2,1,2,1,1,4725267,2,4,1,66,5,-1,1,2,1,2,3,1,2,270,2,0
2.01403E+13,1,2,34.900002,3,5,-1,55,0,0,0,-1,2,2,2,-1,1,1,2,1,5230748,1,3,1,71,5,2,2,2,3,-1,2,2,-1,250,2,0
2.01403E+13,1,1,34.5,3,1,-1,179,0,0,0,1,1,2,1,3,1,2,2,1,2064897,2,3,1,63,5,-1,1,2,1,1,1,2,2,195,-1,0
2.01403E+13,1,1,35.400002,3,1,5,35,10,0,0,2,1,1,1,3,1,2,1,1,3999882,2,3,2,69,5,-1,-1,-1,2,1,-1,-1,-1,240,2,0
2.01403E+13,1,1,24,3,1,-1,30,35,0,0,2,1,1,2,-1,1,8,2,1,1961036,2,1,1,74,5,-1,2,2,1,1,1,2,-1,187,-1,0
2.01403E+13,1,1,24.9,3,1,5,25,0,0,0,1,1,2,1,5,2,-1,-1,1,1.05E+07,2,1,3,64,5,-1,-1,-1,2,1,1,2,-1,145,-1,0
2.01403E+13,1,1,24.9,3,1,-1,130,0,0,0,1,1,2,1,4,2,-1,-1,1,2276958,2,2,1,64,5,-1,1,2,1,1,1,2,2,145,2,0
2.01403E+13,1,1,24.4,3,1,-1,45,10,0,0,-1,1,1,1,1,1,4,2,1,1.07E+07,2,3,1,69,5,-1,1,2,1,2,2,1,2,165,-1,0
2.01403E+13,1,1,35.900002,3,1,3,140,0,0,0,-1,1,2,1,3,1,4,2,1,5017523,2,4,2,74,5,-1,-1,-1,2,2,-1,-1,-1,280,2,0
2.01403E+13,1,1,25.700001,3,1,5,40,10,0,0,-1,1,1,1,4,1,3,2,1,3463798,2,2,2,61,5,-1,-1,-1,2,2,-1,-1,-1,136,2,0
2.01403E+13,1,1,21.6,3,1,1,40,5,0,0,-1,1,1,1,4,1,2,2,1,5676908,2,2,1,65,5,-1,1,2,1,2,1,2,2,130,2,0
2.01403E+13,1,2,37.099998,3,5,-1,105,0,0,0,-1,2,2,1,2,2,-1,-1,1,6160408,1,2,1,66,5,3,1,2,1,-1,1,1,2,230,1,0
2.01403E+13,1,-2,22.6,2,-1,5,15,0,0,0,-1,1,2,2,-1,2,-1,-1,1,2356459,2,5,1,66,5,-2,-1,-1,2,2,1,3,-1,140,-1,2
2.01403E+13,1,1,24.700001,3,1,-1,30,141,0,0,-1,1,1,1,2,2,-1,-1,1,3450831,2,3,1,67,5,-1,1,2,1,2,1,4,2,158,-1,0
2.01403E+13,1,1,24.200001,3,1,5,30,30,0,0,-1,1,1,1,3,1,1,2,1,4659715,2,3,2,66,5,-1,1,2,1,2,-1,-1,2,150,2,0
2.01403E+13,1,2,21.799999,3,3,-1,0,30,0,0,2,1,1,2,-1,1,2,1,1,2002355,2,4,1,74,5,1,1,2,1,1,1,2,2,170,-1,0
2.01403E+13,1,1,26.4,3,1,-1,30,15,0,0,-1,2,1,2,-1,2,-1,-1,1,1.69E+07,2,4,2,60,5,-2,-1,-1,2,-1,-1,-1,-1,135,-1,73
2.01403E+13,1,1,29.200001,3,1,-1,15,15,0,0,-1,1,1,2,-1,2,-1,-1,1,4906143,2,3,1,64,5,-1,1,2,1,2,2,1,2,170,-1,0
2.01403E+13,1,2,44.299999,3,5,-1,105,5,0,0,1,1,1,2,-1,2,-1,-1,1,2615764,2,4,1,63,5,3,1,2,1,1,2,1,1,250,-1,0
2.01403E+13,1,1,31.6,3,1,5,75,30,0,0,3,1,1,1,3,1,4,2,1,4440995,2,1,2,66,5,-1,-1,-1,2,1,-1,-1,-1,196,2,0
2.01403E+13,1,2,33.900002,3,5,5,75,45,0,0,-1,2,1,1,7,1,1,2,1,1.63E+07,1,3,2,66,5,2,1,2,3,-1,-1,-1,2,210,2,0
2.01403E+13,1,2,20.799999,3,3,-1,235,0,0,0,-1,1,2,1,4,1,1,2,1,3304694,2,3,1,70,5,1,2,2,1,2,1,1,-1,145,2,0
2.01403E+13,1,1,31.9,3,1,-1,75,0,0,0,-1,1,2,1,2,1,2,2,1,5036200,2,3,1,65,5,-1,1,2,1,2,1,2,2,192,2,0
2.01403E+13,1,2,22,3,3,5,70,40,0,2,-1,1,1,2,-1,2,-1,-1,1,1.37E+07,1,1,1,56,5,1,2,2,1,2,1,2,-1,98,1,0
2.01403E+13,1,3,24,3,2,1,60,3,0,0,-1,2,1,1,3,2,-1,-1,1,2511827,2,3,1,64,5,-1,1,2,1,-1,5,1,2,140,2,0
2.01403E+13,1,1,29.5,1,1,5,90,0,0,0,2,1,2,2,-1,1,2,1,1,5937733,2,3,1,69,5,-1,1,2,1,1,2,4,2,200,2,0
2.01403E+13,1,3,33.400002,3,2,-1,40,45,0,0,-1,2,1,2,-1,2,-1,-1,1,1.22E+07,2,3,2,61,5,-1,-1,-1,2,-1,-1,-1,-1,177,2,0
2.01403E+13,1,1,22.6,3,1,5,120,30,0,0,1,1,1,2,-1,2,-1,-1,1,9991891,2,4,2,71,5,-1,-1,-1,2,1,-1,-1,-1,162,-1,0
2.01403E+13,1,1,22.6,3,1,-1,41,5,0,0,2,1,1,2,-1,1,1,1,1,7907016,2,2,1,66,5,-1,1,2,3,1,1,3,2,140,-1,0
2.01403E+13,1,2,22.5,3,5,-1,55,4,0,0,-1,2,1,2,-1,1,1,2,1,4846898,2,1,1,65,5,2,1,2,1,-1,2,4,2,135,-1,0
2.01403E+13,1,1,27.4,3,1,5,150,0,0,0,-1,1,2,2,-1,1,2,2,1,1.20E+07,2,3,2,68,5,-1,-1,-1,2,2,-1,-1,-1,180,-1,0
2.01403E+13,1,1,22.299999,3,1,5,50,25,0,0,2,1,1,2,-1,1,3,2,1,5890183,2,3,1,71,5,-1,1,2,1,1,1,2,2,160,2,0
2.01403E+13,1,1,25.700001,3,1,5,45,10,0,0,-1,1,1,1,4,1,1,2,1,4524326,2,2,1,64,5,-1,1,2,1,2,1,3,2,150,-1,0
2.01403E+13,1,2,28.700001,3,5,5,75,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.71E+07,1,5,3,64,5,2,-1,-1,2,2,3,1,-1,167,1,0
2.01403E+13,1,2,28.200001,3,5,-1,30,0,0,0,-1,2,2,1,6,2,-1,-1,1,2710417,1,3,1,74,5,2,1,2,1,-1,1,2,2,220,-1,0
2.01403E+13,1,1,32.299999,3,1,5,75,55,0,0,-1,2,1,1,3,2,-1,-1,1,1.82E+07,2,2,2,70,5,-1,1,2,3,-1,-1,-1,2,225,-1,0
2.01403E+13,1,1,28.299999,3,1,5,210,0,0,0,-1,1,2,1,3,1,1,1,1,3304486,2,2,1,61,5,-1,1,2,1,2,1,3,2,150,2,0
2.01403E+13,1,2,20.5,3,5,-1,45,315,0,0,-1,1,1,2,-1,2,-1,-1,1,7821629,1,2,3,68,5,2,-1,-1,2,2,1,1,-1,135,2,0
2.01403E+13,1,-2,29.6,3,-1,-1,30,0,0,0,-1,2,2,1,2,2,-1,-1,1,2.67E+07,1,2,2,56,5,-2,-1,-1,2,-1,-1,-1,-1,132,2,2
2.01403E+13,1,1,30.1,1,1,-1,35,0,0,0,2,1,2,2,-1,1,4,1,1,4287891,2,3,1,63,5,-1,1,2,1,1,1,2,2,170,2,0
2.01403E+13,1,2,21.5,3,3,-1,45,10,0,0,-1,1,1,1,6,1,1,2,1,6867327,2,3,1,70,5,1,2,2,3,2,1,1,-1,150,-1,0
2.01403E+13,1,-3,23.299999,3,-1,-1,55,20,0,0,-1,1,1,2,-1,1,2,2,1,6656946,2,3,1,65,5,-3,1,2,1,2,1,2,2,140,-1,3
2.01403E+13,1,1,18.5,3,1,5,45,15,0,2,-1,1,1,1,2,1,1,2,1,1.15E+07,2,3,1,61,5,-2,1,2,1,2,1,6,2,98,-1,71
2.01403E+13,1,1,30.1,1,1,-1,120,0,0,0,-1,1,2,1,3,2,-1,-1,1,2182991,2,2,1,63,5,-1,1,2,1,2,1,4,2,170,-1,0
2.01403E+13,1,1,23.799999,3,1,5,120,15,0,0,-1,1,1,2,-1,1,1,1,1,6191822,2,1,1,62,5,-1,1,2,1,2,1,2,2,130,2,0
2.01403E+13,1,1,18.9,3,1,-1,70,10,0,0,-1,1,1,2,-1,2,-1,-1,1,4009962,2,1,1,64,5,-1,2,2,1,2,1,2,-1,110,-1,0
2.01403E+13,1,1,33.200001,3,1,-1,20,5,0,0,-1,1,1,1,5,1,4,1,1,2775238,2,3,1,72,5,-1,1,2,1,2,1,2,1,245,-1,0
2.01403E+13,1,1,24.799999,3,1,-1,30,0,0,0,-1,1,2,2,-1,2,-1,-1,1,6497965,2,3,3,70,5,-1,1,2,1,2,1,2,2,173,-1,0
2.01403E+13,1,1,30.299999,3,1,-1,45,11,0,0,2,1,1,1,3,1,3,2,1,2857652,2,2,1,69,5,-1,1,2,1,1,2,1,2,205,-1,0
2.01403E+13,1,1,28.1,3,1,5,60,5,0,0,1,1,1,2,-1,1,1,2,1,4299968,2,5,1,69,5,-1,1,2,3,1,2,1,1,190,-1,0
2.01403E+13,1,1,22.700001,3,1,5,80,0,0,0,-1,1,2,1,14,2,-1,-1,1,7263761,2,1,2,67,5,-1,-1,-1,2,2,-1,-1,-1,145,-1,0
2.01403E+13,1,1,25.5,3,1,3,90,0,0,0,-1,1,2,1,5,2,-1,-1,1,7393410,2,4,1,61,5,-1,1,2,1,2,1,1,2,135,-1,0
2.01403E+13,1,2,31.9,3,5,-1,30,0,0,0,-1,2,2,2,-1,2,-1,-1,2,5225769,2,4,1,63,5,2,1,2,1,-1,1,1,2,180,-1,0
2.01403E+13,1,1,-1,3,1,5,90,10,0,-1,-1,1,1,1,3,2,-1,-1,1,6624148,2,2,1,66,5,-1,1,2,1,2,1,4,1,-5,2,0
2.01403E+13,1,2,17.5,3,5,5,145,2,0,0,-1,2,1,1,1,1,1,1,1,4933287,2,2,2,65,5,3,1,2,1,-1,-1,-1,2,105,-1,0
2.01403E+13,1,2,30.5,3,5,5,105,0,0,0,3,1,2,2,-1,1,1,2,1,7442578,2,3,1,72,5,2,1,2,1,1,1,3,2,225,-1,0
2.01403E+13,1,1,24.4,3,1,-1,50,0,0,0,-1,1,2,2,-1,1,4,2,1,2.35E+07,2,3,2,72,5,-1,-1,-1,2,2,-1,-1,-1,180,-1,0
2.01403E+13,1,1,30.4,3,1,2,60,10,0,0,-1,1,1,1,7,2,-1,-1,1,6388557,2,3,1,70,5,-1,1,2,1,2,2,3,1,212,-1,0
2.01403E+13,1,1,17.9,3,1,5,35,0,0,2,-1,1,2,2,-1,2,-1,-1,1,4832721,2,2,1,62,5,-1,1,2,1,2,3,4,2,98,2,0
2.01403E+13,1,3,23.4,3,2,5,30,25,0,0,-1,1,1,2,-1,1,1,2,1,1.55E+07,2,3,1,66,5,-1,-1,-1,2,2,1,2,-1,145,2,0
2.01403E+13,1,1,47.599998,3,1,5,10,0,0,0,-1,1,2,2,-1,2,-1,-1,1,2.03E+07,1,4,1,61,5,-1,1,2,1,2,1,1,2,252,2,0
2.01403E+13,1,1,23,3,1,1,85,5,0,0,2,1,1,1,2,1,2,2,1,9293648,2,2,1,67,5,-1,1,2,1,1,1,1,2,147,2,0
2.01403E+13,1,2,31.1,3,3,5,80,0,0,0,-1,1,1,1,3,2,-1,-1,1,3732981,2,3,3,62,5,1,1,2,3,2,5,1,2,170,2,0
2.01403E+13,1,1,25.4,3,1,5,105,0,0,0,-1,2,2,1,7,2,-1,-1,1,1.53E+07,2,2,1,60,5,-1,1,2,1,-1,2,2,2,130,-1,0
2.01403E+13,1,1,25.799999,3,1,-1,90,0,0,0,-1,1,2,1,5,2,-1,-1,1,1.20E+07,2,1,2,67,5,-2,-1,-1,2,2,-1,-1,-1,165,-1,73
2.01403E+13,1,2,26.5,3,3,-1,15,10,0,0,-1,2,1,2,-1,1,4,1,1,4872747,2,2,1,70,5,1,1,2,1,-1,1,2,2,185,-1,0
2.01403E+13,1,1,32.299999,3,1,1,70,5,0,0,1,1,1,2,-1,1,1,1,1,1.41E+07,2,4,1,73,5,1,1,2,3,1,4,5,2,245,2,72
2.01403E+13,1,1,18.9,3,1,-1,60,15,0,0,-1,1,1,2,-1,2,-1,-1,1,1.54E+07,2,3,2,73,5,-1,-1,-1,2,2,-1,-1,-1,143,2,0
2.01403E+13,1,2,27.299999,3,5,-1,60,15,0,0,-1,1,1,1,5,1,2,2,1,2786876,1,3,1,65,5,2,-1,-1,2,2,2,2,-1,164,-1,0
2.01403E+13,1,1,20,3,1,5,120,10,0,0,-1,2,1,1,2,2,-1,-1,1,1.14E+07,2,1,2,65,5,-1,-2,2,1,-1,-1,-1,-1,120,-1,0
2.01403E+13,1,1,29,3,1,5,150,20,0,0,1,1,1,2,-1,1,3,2,1,5039187,2,2,1,66,5,-1,1,2,1,1,2,2,1,180,2,0
2.01403E+13,1,3,19.799999,3,2,5,30,15,0,0,1,1,1,1,2,1,4,2,1,2959720,2,2,1,63,5,-1,-1,-1,2,1,1,4,-1,112,2,0
2.01403E+13,1,1,24.299999,3,1,-1,75,0,0,0,-1,2,2,1,3,2,-1,-1,1,5315578,2,3,3,67,5,-1,-1,-1,2,-1,1,4,-1,155,-1,0
2.01403E+13,1,1,25.299999,3,1,5,60,0,0,0,2,1,2,2,-1,2,-1,-1,1,1.07E+07,2,2,2,73,5,-1,-1,-1,2,1,-1,-1,-1,192,2,0
2.01403E+13,1,1,-1,3,1,5,60,10,0,-1,2,1,1,2,-1,1,5,1,1,7911990,2,2,1,63,5,-1,1,2,1,1,1,3,1,-5,2,0
2.01403E+13,1,1,27.5,3,1,5,30,30,0,0,-1,2,1,1,1,1,1,2,1,3310930,2,4,1,75,5,-1,1,2,1,-1,1,2,2,220,2,0
2.01403E+13,1,2,28.5,3,3,5,120,5,0,0,2,1,1,1,4,2,-1,-1,1,3764330,2,3,2,62,5,1,-1,-1,2,1,-1,-1,-1,156,2,0
2.01403E+13,1,1,28.9,3,1,5,150,5,0,0,-1,1,1,1,7,1,1,2,1,1.07E+07,2,2,2,68,5,-1,1,1,1,2,-1,-1,2,190,2,0
2.01403E+13,1,1,22.9,3,1,5,60,5,0,0,2,1,1,2,-1,1,1,2,1,1.32E+07,2,3,1,62,5,-1,1,2,1,1,1,1,2,125,2,0
2.01403E+13,1,2,28.5,3,5,5,40,0,0,0,2,1,2,2,-1,2,-1,-1,1,9717120,1,2,2,72,5,3,1,2,3,1,-1,-1,2,210,2,0
2.01403E+13,1,2,27.5,3,5,-1,30,10,0,0,-1,1,1,2,-1,1,1,2,2,1.28E+07,1,5,1,64,5,2,1,2,3,2,2,1,2,160,2,0
2.01403E+13,1,1,38.400002,3,1,5,35,2,0,0,-1,1,1,2,-1,1,2,2,1,7753391,2,2,3,69,5,-1,1,2,3,2,1,3,2,260,2,0
2.01403E+13,1,1,31,3,1,3,120,120,0,0,-1,1,1,1,3,1,2,2,1,7366799,2,5,1,69,5,-1,1,2,1,2,1,6,2,210,-1,0
2.01403E+13,1,1,30.4,3,1,-1,105,10,0,0,1,1,1,1,6,1,4,2,1,3084245,2,3,1,70,5,-1,1,2,1,1,1,4,2,212,2,0
2.01403E+13,1,2,20.700001,3,5,-1,95,0,0,0,-1,1,2,2,-1,2,-1,-1,1,1.59E+07,2,3,1,69,5,2,1,2,1,2,1,2,2,140,-1,0
2.01403E+13,1,1,36.599998,3,1,5,90,15,0,0,-1,1,1,1,3,1,2,2,1,2.00E+07,2,3,2,70,5,-1,1,2,1,2,-1,-1,2,255,2,0
2.01403E+13,1,1,31.9,3,1,-1,100,0,0,0,-1,2,2,2,-1,1,4,1,1,7000848,2,3,1,61,5,-1,1,2,1,-1,1,2,2,169,2,0
2.01403E+13,1,1,25.1,3,1,5,120,0,0,0,-1,1,2,1,4,1,1,2,1,1.87E+07,2,2,2,70,5,-1,-1,-1,2,2,-1,-1,-1,175,2,0
2.01403E+13,1,1,26.4,3,1,5,35,0,0,0,-1,1,2,1,4,1,1,2,1,2533785,2,2,2,61,5,-1,-1,-1,2,2,-1,-1,-1,140,2,0
2.01403E+13,1,2,19.9,3,5,-1,5,9,0,0,-1,1,1,1,7,1,1,1,1,5173916,1,1,1,69,5,2,1,2,1,2,4,2,2,135,-1,0
2.01403E+13,1,3,31.4,3,2,5,75,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.61E+07,2,4,2,61,5,-1,1,2,3,-1,-1,-1,2,166,-1,0
2.01403E+13,1,1,42.900002,3,1,5,0,50,0,0,-1,1,1,2,-1,1,2,1,1,4989051,2,4,1,64,5,-1,1,2,1,2,1,2,2,250,2,0
2.01403E+13,1,1,32.5,3,1,5,30,5,0,0,-1,1,1,2,-1,2,-1,-1,1,6136197,2,3,2,69,5,-1,-1,-1,2,2,-1,-1,-1,220,-1,0
